source	target	weight
h1SMcG0010609	h1SMcG0005224	0.83882034
h1SMcG0004816	h1SMcG0019208	0.8388207
h1SMcG0011310	h1SMnG0030722	0.838821
h1SMcG0011606	h1SMcG0013253	0.8388227
h1SMcG0019233	h1SMcG0009151	0.8388227
h1SMcG0006042	h1SMcG0008624	0.8388233
h1SMcG0002696	h1SMcG0008713	0.8388244
h1SMcG0017602	h1SMcG0009889	0.8388247
h1SMcG0017097	h1SMcG0006174	0.83882487
h1SMcG0011606	h1SMnG0017971	0.83882517
h1SMcG0006042	h1SMnG0009460	0.8388252
h1SMcG0004816	h1SMnG0026627	0.8388259
h1SMcG0001963	h1SMcG0000023	0.838826
h1SMcG0001963	h1SMcG0015358	0.83882684
h1SMcG0017097	h1SMcG0009621	0.8388272
h1SMcG0001098	h1SMcG0017952	0.83882725
h1SMcG0007325	h1SMcG0010002	0.8388274
h1SMcG0020592	h1SMcG0000766	0.83882815
h1SMcG0011535	h1SMcG0000346	0.83882916
h1SMcG0006042	h1SMnG0010332	0.8388295
h1SMcG0010609	h1SMcG0020358	0.83882993
h1SMcG0010190	h1SMcG0000858	0.83883095
h1SMcG0020144	h1SMnG0028552	0.8388318
h1SMcG0015294	h1SMcG0018377	0.83883184
h1SMcG0006042	h1SMcG0019737	0.83883244
h1SMcG0011310	h1SMcG0002566	0.8388326
h1SMcG0006347	h1SMcG0010017	0.8388345
h1SMcG0016703	h1SMcG0004471	0.83883506
h1SMcG0015430	h1SMnG0030748	0.83883536
h1SMcG0011310	h1SMnG0024088	0.8388362
h1SMcG0001531	h1SMnG0015638	0.8388368
h1SMcG0010707	h1SMcG0009099	0.8388372
h1SMcG0010609	h1SMnG0034895	0.8388375
h1SMcG0015294	h1SMcG0022498	0.83883816
h1SMcG0011535	h1SMcG0017161	0.8388388
h1SMcG0001963	h1SMcG0020491	0.8388398
h1SMcG0010609	h1SMcG0005173	0.8388409
h1SMcG0010190	h1SMcG0004471	0.8388411
h1SMcG0015422	h1SMcG0002929	0.8388425
h1SMcG0002696	h1SMcG0016518	0.838844
h1SMcG0011606	h1SMcG0009914	0.8388443
h1SMcG0004476	h1SMcG0005075	0.8388448
h1SMcG0020144	h1SMcG0016389	0.8388448
h1SMcG0009963	h1SMnG0019893	0.8388449
h1SMcG0020191	h1SMcG0009391	0.8388451
h1SMcG0015430	h1SMcG0004920	0.8388451
h1SMcG0006666	h1SMnG0014934	0.83884627
h1SMcG0017097	h1SMnG0008054	0.8388477
h1SMcG0010190	h1SMcG0017661	0.838848
h1SMcG0007329	h1SMcG0013492	0.8388485
h1SMcG0002696	h1SMcG0013805	0.83884853
h1SMcG0001180	h1SMcG0020478	0.8388486
h1SMcG0004476	h1SMcG0014129	0.8388512
h1SMcG0008373	h1SMcG0020946	0.8388517
h1SMcG0020191	h1SMnG0000129	0.83885235
h1SMcG0020144	h1SMnG0004610	0.83885276
h1SMcG0008373	h1SMcG0009180	0.83885354
h1SMcG0006635	h1SMcG0008866	0.8388536
h1SMcG0011606	h1SMcG0008308	0.83885396
h1SMcG0003130	h1SMcG0002736	0.8388543
h1SMcG0000287	h1SMcG0011123	0.83885515
h1SMcG0006347	h1SMnG0031320	0.83885545
h1SMcG0008246	h1SMcG0019181	0.83885664
h1SMcG0011606	h1SMcG0019433	0.8388568
h1SMcG0015343	h1SMcG0020739	0.83885837
h1SMcG0007329	h1SMcG0014129	0.83885884
h1SMcG0011310	h1SMnG0028471	0.8388594
h1SMcG0003882	h1SMcG0004937	0.83885986
h1SMcG0010609	h1SMnG0005926	0.83886045
h1SMcG0006042	h1SMcG0011255	0.83886117
h1SMcG0008246	h1SMcG0000340	0.8388613
h1SMcG0020191	h1SMcG0013550	0.83886147
h1SMcG0006508	h1SMcG0020753	0.83886147
h1SMcG0013730	h1SMcG0015006	0.83886164
h1SMcG0004816	h1SMcG0022136	0.83886194
h1SMcG0010190	h1SMcG0011991	0.83886284
h1SMcG0011310	h1SMnG0030472	0.83886296
h1SMcG0010609	h1SMcG0014481	0.8388633
h1SMcG0015343	h1SMcG0019060	0.83886373
h1SMcG0015430	h1SMnG0008657	0.83886397
h1SMcG0010707	h1SMcG0005456	0.8388642
h1SMcG0006281	h1SMcG0008980	0.8388644
h1SMcG0011606	h1SMnG0028415	0.8388645
h1SMcG0004476	h1SMcG0022583	0.8388646
h1SMcG0010609	h1SMcG0000790	0.83886516
h1SMcG0010609	h1SMcG0014925	0.83886766
h1SMcG0001963	h1SMcG0017965	0.83886814
h1SMcG0015294	h1SMcG0001083	0.8388685
h1SMcG0011606	h1SMnG0018383	0.83887047
h1SMcG0006375	h1SMcG0022578	0.8388707
h1SMcG0000079	h1SMcG0013390	0.83887076
h1SMcG0001531	h1SMcG0018944	0.83887166
h1SMcG0003685	h1SMcG0022555	0.83887166
h1SMcG0018284	h1SMcG0016741	0.8388725
h1SMcG0006347	h1SMcG0017952	0.83887285
h1SMcG0006042	h1SMnG0019271	0.838873
h1SMcG0001180	h1SMnG0024087	0.83887315
h1SMcG0000079	h1SMcG0017553	0.83887416
h1SMcG0004476	h1SMnG0003938	0.8388743
h1SMcG0016703	h1SMcG0006268	0.8388765
h1SMcG0002696	h1SMcG0008965	0.83887655
h1SMcG0001098	h1SMcG0017491	0.83887786
h1SMcG0011310	h1SMnG0002830	0.8388779
h1SMcG0006347	h1SMnG0031048	0.8388782
h1SMcG0009963	h1SMnG0025214	0.8388793
h1SMcG0015343	h1SMnG0012433	0.8388796
h1SMcG0008246	h1SMcG0007932	0.83888036
h1SMcG0011310	h1SMcG0020018	0.8388804
h1SMcG0013730	h1SMcG0019763	0.8388814
h1SMcG0017097	h1SMcG0016341	0.8388824
h1SMcG0020144	h1SMnG0025577	0.8388828
h1SMcG0006347	h1SMcG0021690	0.8388838
h1SMcG0003882	h1SMcG0021243	0.838884
h1SMcG0015294	h1SMcG0020270	0.8388842
h1SMcG0015422	h1SMcG0016730	0.83888465
h1SMcG0010609	h1SMcG0006209	0.8388863
h1SMcG0011606	h1SMcG0012729	0.83888674
h1SMcG0017602	h1SMcG0000205	0.8388871
h1SMcG0015422	h1SMnG0014222	0.8388875
h1SMcG0007329	h1SMnG0000904	0.83888775
h1SMcG0017097	h1SMcG0021371	0.83889157
h1SMcG0001963	h1SMnG0002787	0.83889276
h1SMcG0017097	h1SMcG0022538	0.838893
h1SMcG0015422	h1SMcG0022638	0.83889323
h1SMcG0001098	h1SMcG0011073	0.8388941
h1SMcG0002696	h1SMcG0013753	0.8388942
h1SMcG0015294	h1SMcG0014666	0.83889514
h1SMcG0013166	h1SMcG0000350	0.83889514
h1SMcG0006042	h1SMnG0009262	0.8388952
h1SMcG0001963	h1SMcG0017151	0.83889544
h1SMcG0006635	h1SMcG0017748	0.8388956
h1SMcG0001963	h1SMcG0017602	0.8388957
h1SMcG0004816	h1SMnG0024716	0.83889705
h1SMcG0006042	h1SMcG0022236	0.8388971
h1SMcG0020191	h1SMcG0009437	0.83889776
h1SMcG0010990	h1SMcG0007720	0.838899
h1SMcG0011606	h1SMcG0007352	0.8389001
h1SMcG0015595	h1SMcG0013390	0.83890045
h1SMcG0015430	h1SMcG0010533	0.8389005
h1SMcG0004816	h1SMcG0012578	0.8389012
h1SMcG0020144	h1SMcG0019017	0.8389012
h1SMcG0015422	h1SMcG0021408	0.83890325
h1SMcG0010990	h1SMnG0015558	0.8389034
h1SMcG0006281	h1SMnG0022074	0.83890355
h1SMcG0015422	h1SMcG0013492	0.8389057
h1SMcG0011606	h1SMcG0006285	0.8389068
h1SMcG0017097	h1SMcG0006701	0.83890754
h1SMcG0001531	h1SMcG0003471	0.8389079
