source	target	weight
h1SMcG0013730	h1SMcG0014836	0.78590393
h1SMcG0001396	h1SMcG0008135	0.78590405
h1SMcG0011943	h1SMnG0012853	0.78590417
h1SMcG0005257	h1SMcG0008416	0.78590435
h1SMcG0004695	h1SMcG0011569	0.7859044
h1SMcG0016838	h1SMcG0017288	0.78590447
h1SMcG0015626	h1SMcG0017288	0.78590447
h1SMcG0013730	h1SMnG0014492	0.78590477
h1SMcG0004695	h1SMcG0001059	0.7859053
h1SMcG0013730	h1SMcG0020936	0.7859054
h1SMcG0016730	h1SMcG0021303	0.7859056
h1SMcG0011844	h1SMcG0010296	0.7859058
h1SMcG0006635	h1SMcG0012585	0.7859059
h1SMcG0023033	h1SMcG0014926	0.78590643
h1SMcG0003132	h1SMcG0014926	0.78590643
h1SMcG0016730	h1SMcG0007466	0.7859065
h1SMcG0023033	h1SMnG0015587	0.7859067
h1SMcG0003132	h1SMnG0015587	0.7859067
h1SMcG0007041	h1SMnG0023833	0.7859069
h1SMcG0020709	h1SMcG0014455	0.78590715
h1SMcG0018146	h1SMcG0014704	0.7859073
h1SMcG0006375	h1SMnG0015243	0.78590757
h1SMcG0021295	h1SMnG0033860	0.7859084
h1SMcG0006426	h1SMcG0004310	0.7859085
h1SMcG0001396	h1SMcG0022493	0.7859086
h1SMcG0011844	h1SMcG0019960	0.7859088
h1SMcG0020634	h1SMcG0020458	0.78590924
h1SMcG0016730	h1SMcG0018374	0.7859095
h1SMcG0007041	h1SMnG0001596	0.7859099
h1SMcG0006281	h1SMcG0007930	0.78591007
h1SMcG0008373	h1SMnG0032658	0.78591055
h1SMcG0008441	h1SMnG0013720	0.78591156
h1SMcG0010190	h1SMcG0014806	0.7859116
h1SMcG0022892	h1SMcG0010372	0.7859123
h1SMcG0021045	h1SMnG0017790	0.78591233
h1SMcG0018872	h1SMnG0011401	0.78591275
h1SMcG0011943	h1SMcG0000481	0.7859128
h1SMcG0001020	h1SMcG0016863	0.78591394
h1SMcG0008441	h1SMcG0022183	0.7859145
h1SMcG0008441	h1SMnG0024680	0.7859151
h1SMcG0002381	h1SMcG0005541	0.7859164
h1SMcG0013048	h1SMnG0015876	0.78591657
h1SMcG0020741	h1SMcG0007506	0.78591716
h1SMcG0007325	h1SMcG0004112	0.7859175
h1SMcG0010789	h1SMnG0011625	0.7859182
h1SMcG0006375	h1SMcG0021426	0.7859183
h1SMcG0010990	h1SMnG0011486	0.78591865
h1SMcG0003437	h1SMcG0017159	0.7859191
h1SMcG0006375	h1SMcG0022033	0.7859192
h1SMcG0011943	h1SMnG0032728	0.78591937
h1SMcG0014619	h1SMcG0001796	0.78592014
h1SMcG0004695	h1SMnG0000724	0.7859211
h1SMcG0006886	h1SMnG0014468	0.7859214
h1SMcG0006635	h1SMcG0004933	0.78592145
h1SMcG0007933	h1SMcG0012384	0.78592217
h1SMcG0008373	h1SMnG0022331	0.78592247
h1SMcG0001020	h1SMcG0005537	0.7859225
h1SMcG0008441	h1SMcG0005074	0.7859226
h1SMcG0006375	h1SMcG0003044	0.7859227
h1SMcG0009867	h1SMnG0000081	0.78592277
h1SMcG0023033	h1SMcG0017715	0.78592324
h1SMcG0015294	h1SMcG0009151	0.78592324
h1SMcG0003132	h1SMcG0017715	0.78592324
h1SMcG0007325	h1SMcG0020758	0.7859258
h1SMcG0004695	h1SMcG0010005	0.78592587
h1SMcG0021045	h1SMnG0033995	0.7859261
h1SMcG0006347	h1SMcG0007516	0.78592616
h1SMcG0015595	h1SMcG0003533	0.7859263
h1SMcG0006886	h1SMnG0007044	0.78592634
h1SMcG0009116	h1SMcG0017200	0.78592646
h1SMcG0006886	h1SMcG0009316	0.78592676
h1SMcG0009867	h1SMnG0030579	0.7859272
h1SMcG0008833	h1SMcG0016998	0.78592724
h1SMcG0001531	h1SMcG0021246	0.7859273
h1SMcG0010789	h1SMcG0016172	0.78592736
h1SMcG0012769	h1SMcG0007783	0.78592783
h1SMcG0002143	h1SMcG0007371	0.7859282
h1SMcG0006886	h1SMnG0033818	0.78592867
