source	target	weight
h1SMcG0012446	h1SMnG0028755	0.7898883
h1SMcG0020191	h1SMcG0019844	0.78988844
h1SMcG0009867	h1SMnG0032138	0.7898887
h1SMcG0011844	h1SMnG0032796	0.7898888
h1SMcG0015294	h1SMcG0007031	0.78988886
h1SMcG0010623	h1SMnG0000278	0.7898892
h1SMcG0004687	h1SMcG0006730	0.7898892
h1SMcG0018872	h1SMcG0006091	0.7898893
h1SMcG0017675	h1SMcG0004858	0.7898895
h1SMcG0006375	h1SMnG0030989	0.7898897
h1SMcG0008408	h1SMcG0009302	0.78989005
h1SMcG0007933	h1SMcG0020160	0.7898906
h1SMcG0012769	h1SMcG0021588	0.789891
h1SMcG0013742	h1SMnG0023713	0.78989226
h1SMcG0006886	h1SMcG0007394	0.78989303
h1SMcG0004695	h1SMnG0031015	0.7898937
h1SMcG0005257	h1SMcG0008411	0.7898942
h1SMcG0002561	h1SMcG0012833	0.7898944
h1SMcG0012678	h1SMnG0012342	0.7898944
h1SMcG0015294	h1SMcG0009562	0.7898944
h1SMcG0007041	h1SMnG0011060	0.78989446
h1SMcG0011744	h1SMcG0007206	0.7898946
h1SMcG0014619	h1SMcG0012870	0.78989476
h1SMcG0006261	h1SMcG0018726	0.7898952
h1SMcG0006886	h1SMcG0013367	0.7898955
h1SMcG0000978	h1SMnG0023100	0.78989553
h1SMcG0011535	h1SMcG0007858	0.78989565
h1SMcG0016896	h1SMnG0014979	0.7898957
h1SMcG0015294	h1SMcG0019827	0.78989595
h1SMcG0015621	h1SMcG0002888	0.7898961
h1SMcG0014619	h1SMcG0016105	0.78989637
h1SMcG0022513	h1SMcG0011536	0.78989697
h1SMcG0015626	h1SMcG0020636	0.789897
h1SMcG0022892	h1SMcG0014186	0.7898971
h1SMcG0006679	h1SMcG0018207	0.7898971
h1SMcG0002849	h1SMcG0014186	0.7898971
h1SMcG0020709	h1SMcG0023123	0.78989726
h1SMcG0014619	h1SMcG0020666	0.7898977
h1SMcG0004695	h1SMnG0007183	0.7898977
h1SMcG0020721	h1SMcG0012833	0.789898
h1SMcG0020810	h1SMcG0002162	0.7898981
h1SMcG0015621	h1SMcG0008167	0.78989816
h1SMcG0013742	h1SMcG0005677	0.7898983
h1SMcG0002849	h1SMcG0012818	0.7898984
h1SMcG0022892	h1SMcG0012818	0.7898984
h1SMcG0001931	h1SMcG0021001	0.7898988
h1SMcG0004695	h1SMcG0006033	0.78989893
h1SMcG0000079	h1SMcG0001924	0.7898995
h1SMcG0001396	h1SMcG0008863	0.7899005
h1SMcG0022513	h1SMcG0020384	0.7899008
h1SMcG0008441	h1SMcG0021612	0.789901
h1SMcG0015572	h1SMcG0014157	0.78990114
