source	target	weight
h1SMcG0001531	h1SMcG0015140	0.7902074
h1SMcG0000971	h1SMcG0020738	0.7902078
h1SMcG0009117	h1SMnG0032852	0.7902078
h1SMcG0020492	h1SMcG0022516	0.79020786
h1SMcG0019258	h1SMcG0000971	0.7902079
h1SMcG0011844	h1SMcG0018233	0.79020834
h1SMcG0009934	h1SMcG0018115	0.790209
h1SMcG0000282	h1SMcG0005893	0.7902097
h1SMcG0012543	h1SMcG0008198	0.79021007
h1SMcG0008373	h1SMcG0002003	0.79021037
h1SMcG0019258	h1SMnG0011847	0.7902104
h1SMcG0003132	h1SMcG0001560	0.7902105
h1SMcG0009963	h1SMnG0021464	0.79021066
h1SMcG0011016	h1SMcG0020554	0.7902111
h1SMcG0006375	h1SMcG0020738	0.7902113
h1SMcG0011844	h1SMnG0022710	0.7902116
h1SMcG0008886	h1SMcG0019731	0.7902123
h1SMcG0021180	h1SMcG0013344	0.79021335
h1SMcG0007041	h1SMcG0002949	0.79021335
h1SMcG0016730	h1SMcG0020732	0.7902135
h1SMcG0016703	h1SMcG0014692	0.7902138
h1SMcG0000285	h1SMnG0034706	0.7902139
h1SMcG0006886	h1SMcG0002066	0.790214
h1SMcG0011844	h1SMcG0002479	0.7902147
h1SMcG0003759	h1SMnG0012751	0.7902151
h1SMcG0011844	h1SMcG0017711	0.7902153
h1SMcG0023128	h1SMcG0012571	0.7902153
h1SMcG0018872	h1SMcG0006096	0.79021543
h1SMcG0000971	h1SMcG0021088	0.79021555
h1SMcG0007325	h1SMcG0008320	0.79021555
h1SMcG0006426	h1SMcG0013233	0.79021645
h1SMcG0021180	h1SMcG0007052	0.7902167
h1SMcG0001531	h1SMnG0030893	0.79021686
h1SMcG0012678	h1SMcG0002335	0.79021776
h1SMcG0000524	h1SMcG0000580	0.7902178
h1SMcG0012543	h1SMcG0021284	0.7902179
h1SMcG0011765	h1SMcG0000076	0.79021853
h1SMcG0022358	h1SMcG0011384	0.7902189
h1SMcG0021916	h1SMcG0014946	0.79021925
h1SMcG0015572	h1SMcG0022454	0.7902196
h1SMcG0003861	h1SMcG0022454	0.79021966
h1SMcG0010190	h1SMcG0014784	0.7902198
h1SMcG0000971	h1SMcG0018317	0.7902199
h1SMcG0009934	h1SMcG0004271	0.7902201
h1SMcG0020557	h1SMcG0005593	0.7902203
h1SMcG0011744	h1SMcG0018669	0.7902204
h1SMcG0001531	h1SMcG0002947	0.79022056
h1SMcG0011844	h1SMcG0009745	0.79022056
h1SMcG0019258	h1SMcG0009329	0.7902207
h1SMcG0000285	h1SMcG0009904	0.79022086
h1SMcG0011535	h1SMcG0001277	0.7902215
h1SMcG0005292	h1SMcG0016531	0.79022163
h1SMcG0006281	h1SMcG0020737	0.79022205
h1SMcG0006886	h1SMnG0030711	0.7902221
h1SMcG0008401	h1SMcG0021182	0.7902222
h1SMcG0016956	h1SMnG0024435	0.7902223
h1SMcG0021724	h1SMcG0020636	0.7902223
h1SMcG0006635	h1SMcG0008470	0.7902227
h1SMcG0011535	h1SMnG0007747	0.7902227
h1SMcG0020557	h1SMnG0011845	0.7902234
h1SMcG0010990	h1SMnG0006515	0.79022455
h1SMcG0001060	h1SMcG0018977	0.79022527
h1SMcG0011844	h1SMcG0021141	0.79022586
h1SMcG0021295	h1SMcG0002026	0.79022586
h1SMcG0000524	h1SMcG0020159	0.7902259
h1SMcG0012612	h1SMcG0010279	0.79022634
h1SMcG0004695	h1SMcG0008360	0.79022676
h1SMcG0000282	h1SMcG0002372	0.7902271
h1SMcG0010789	h1SMcG0008415	0.7902275
h1SMcG0019258	h1SMnG0035300	0.7902279
h1SMcG0011744	h1SMcG0018316	0.7902283
h1SMcG0011744	h1SMcG0020334	0.79022837
h1SMcG0021565	h1SMcG0003271	0.7902288
h1SMcG0003132	h1SMcG0015114	0.79022884
h1SMcG0016956	h1SMcG0008355	0.79022884
h1SMcG0005292	h1SMcG0014480	0.7902291
h1SMcG0011654	h1SMcG0006940	0.79022914
h1SMcG0016896	h1SMcG0019612	0.7902293
h1SMcG0010220	h1SMcG0016975	0.79022944
h1SMcG0003298	h1SMcG0015529	0.7902295
h1SMcG0000803	h1SMcG0000744	0.7902299
h1SMcG0011844	h1SMcG0005218	0.7902301
h1SMcG0012543	h1SMcG0018760	0.79023033
h1SMcG0009116	h1SMcG0002078	0.79023033
h1SMcG0003132	h1SMnG0007328	0.79023045
h1SMcG0018872	h1SMcG0017376	0.7902305
h1SMcG0003861	h1SMcG0021000	0.7902306
h1SMcG0006426	h1SMnG0030375	0.7902306
h1SMcG0009934	h1SMnG0010559	0.79023093
