source	target	weight
h1SMcG0005177	h1SMcG0015378	0.7931322
h1SMcG0010190	h1SMcG0010813	0.7931322
h1SMcG0020721	h1SMcG0017836	0.79313254
h1SMcG0023128	h1SMcG0022154	0.7931327
h1SMcG0021263	h1SMcG0005764	0.79313284
h1SMcG0005177	h1SMnG0000129	0.7931331
h1SMcG0004352	h1SMcG0004501	0.7931336
h1SMcG0021040	h1SMnG0032937	0.7931339
h1SMcG0010990	h1SMcG0000043	0.79313403
h1SMcG0006684	h1SMcG0019140	0.7931341
h1SMcG0006684	h1SMcG0019141	0.7931341
h1SMcG0016730	h1SMcG0003028	0.79313415
h1SMcG0015294	h1SMcG0008599	0.79313433
h1SMcG0020741	h1SMcG0021157	0.79313505
h1SMcG0004695	h1SMcG0020587	0.7931352
h1SMcG0018872	h1SMcG0015381	0.7931353
h1SMcG0004695	h1SMcG0007751	0.79313546
h1SMcG0012446	h1SMcG0010441	0.79313546
h1SMcG0009963	h1SMcG0001177	0.79313594
h1SMcG0019799	h1SMnG0031062	0.79313606
h1SMcG0000524	h1SMnG0001577	0.7931362
h1SMcG0016956	h1SMcG0000288	0.79313624
h1SMcG0008833	h1SMcG0008230	0.7931366
h1SMcG0011844	h1SMnG0008774	0.7931368
h1SMcG0016896	h1SMcG0012837	0.7931369
h1SMcG0010707	h1SMcG0020808	0.79313713
h1SMcG0012074	h1SMcG0022530	0.79313785
h1SMcG0002381	h1SMcG0022567	0.79313797
h1SMcG0021263	h1SMcG0005261	0.793138
h1SMcG0000803	h1SMcG0016545	0.79313844
h1SMcG0000978	h1SMcG0007033	0.79313856
h1SMcG0021266	h1SMcG0013621	0.7931387
h1SMcG0002381	h1SMcG0013012	0.79313904
h1SMcG0015283	h1SMcG0008239	0.7931396
h1SMcG0000524	h1SMcG0002206	0.79313993
h1SMcG0016472	h1SMcG0020707	0.79314005
h1SMcG0021040	h1SMcG0000065	0.7931403
h1SMcG0008833	h1SMnG0021043	0.79314053
h1SMcG0000282	h1SMcG0010650	0.7931407
h1SMcG0009934	h1SMcG0022501	0.793141
h1SMcG0018146	h1SMcG0016897	0.7931415
h1SMcG0011844	h1SMcG0008855	0.7931418
h1SMcG0005320	h1SMcG0009647	0.793142
h1SMcG0012446	h1SMcG0013079	0.79314226
h1SMcG0020810	h1SMnG0029243	0.7931425
h1SMcG0009934	h1SMcG0013660	0.79314274
h1SMcG0006886	h1SMnG0022556	0.7931429
h1SMcG0000803	h1SMnG0034304	0.793143
h1SMcG0021040	h1SMcG0011959	0.79314315
h1SMcG0009963	h1SMnG0020094	0.79314315
h1SMcG0018146	h1SMcG0019490	0.79314345
h1SMcG0006679	h1SMnG0026118	0.7931436
h1SMcG0010707	h1SMcG0005144	0.79314363
h1SMcG0013880	h1SMcG0001485	0.79314375
h1SMcG0019799	h1SMcG0021031	0.7931443
h1SMcG0000285	h1SMcG0009335	0.79314476
h1SMcG0010190	h1SMnG0002447	0.7931449
h1SMcG0010789	h1SMcG0018683	0.79314494
h1SMcG0006886	h1SMcG0012577	0.79314506
h1SMcG0005320	h1SMcG0007087	0.79314524
h1SMcG0018872	h1SMnG0032729	0.79314584
h1SMcG0008833	h1SMcG0020953	0.79314584
h1SMcG0010990	h1SMnG0012412	0.7931461
h1SMcG0011844	h1SMcG0002547	0.79314613
h1SMcG0006281	h1SMcG0018031	0.79314625
h1SMcG0021040	h1SMnG0022477	0.7931464
h1SMcG0001931	h1SMcG0015162	0.79314655
h1SMcG0021040	h1SMcG0022337	0.7931469
h1SMcG0010990	h1SMcG0017247	0.793147
h1SMcG0011535	h1SMcG0000040	0.793147
h1SMcG0018146	h1SMcG0009854	0.79314715
h1SMcG0005177	h1SMcG0016591	0.79314715
h1SMcG0000524	h1SMcG0012775	0.79314727
h1SMcG0002143	h1SMcG0017436	0.7931475
h1SMcG0000524	h1SMcG0005432	0.7931475
h1SMcG0011535	h1SMcG0016765	0.79314816
h1SMcG0012678	h1SMcG0004950	0.7931484
h1SMcG0006261	h1SMcG0014214	0.79314876
